,khach_cmt,rating,shop_phan_hoi
0,,2,"Cảm ơn bạn rất nhiều vì đã đóng một vai trò quan trọng trong sự phát triển của chúng tôi, chúc quý khách có một ngày mới may mắn <3"
1,Mua 33 chật bảo shop đổi shop lại đổi cho cái sz33 khác nt lại k tl túi quần thì thủng chán ,1,"dạ, cảm ơn anh đã ủng hộ. Shop báo gửi size 34 cho anh rồi mà. hic hic"
2,Vải xấu,1,
3,Vải mỏng vài hôm túi rách,1,dạ anh check tin nhắn shop đổi cho mình nha!
4,"Hơi buồn vì vải ko đẹp lắm, ko được chất lượng như mình nghĩ, vải rất chợ",3,150k vải như vậy là quá ok rồi ạ. Với giá đó b ra chợ sẽ ko có giá đó đâu ạ.
5,"quần đẹp nha, màu nhìn hơi khác một tí nma vẫn đẹp. giao hàng lâu quá trời, đặt để tặng sn bạn mà qua sn lâu rồi mới được😞",3,
6,Tạm đc,3,
7,"Quần chất lượng bình thường, nói chung tùy sở thích của mỗi người, ảnh vs ngoài khác hẳn, ai k muốn mất tiền thì đừng nên mua, mình khuyên thật lòng nếu k sẽ hối hận đó.",3,cũng bán hàng này cạnh tranh ko lành mạnh cố tình dìm shop. Sp bán cả hơn 1000 cái các khách khác đều khen sp kèm hình ảnh hoặc clip rõ ràng. Cố tình quay sản phẩm đen thui rồi chê bai này nọ. Thấy sp của shop tôi được mua nhiều lên top nên ghen ăn tức ở phá hoại.
8,Đc ok,3,
9,Tạm ổn,3,
10,Quần bó,3,
11,Gấu quần hơi dài .! Hợp giá tiền ,3,
12,Quần hơi rộng so vs tôi,3,
13,Chưa tốt lắm! ,3,
14,Dcm thằng shiper,3,
15,,3,
16,,3,
17,,3,
18,,3,
19,,3,
20,,3,
21,,3,
22,,3,
23,,3,
24,,3,
25,,3,
26,,3,
27,,3,
28,,3,
29,,3,
30,,3,
31,,3,
32,,3,
33,,3,
34,,3,
35,,3,
36,,3,
37,,3,
38,,3,
39,,3,
40,,3,
41,Sản phẩm khác với hình hơn 70%.màu khác xa với hình miêu tả sản phẩm,2,
42,Quần giống mẫu. Ống quần hơi dài và bị lỗi . Ib shop không trả lời luôn,2,
43,"màu khác so với ảnh, hơi xanh quá như quần của mấy b nữ :))",2,
44,"Shop làm ăn như qq vậy
Tư vấn sai size kêu đổi lại được mà nt k thèm rep
Quá tệ
Uy tín cái loz què",2,Shop rep ok đổi mà bạn nói chuyện kiểu j kì vậy. Phần sau hỏi thêm chưa kịp rep . Đâu phải lúc nào khách hỏi cũng rep luôn ngay được mà bạn nói vậy
45,K nên mua,2,
46,Quần k ổn,2,
47,vải xấu,2,
48,Hàng không đúng như sản phẩm,2,
49,,2,
50,,2,
51,"Sản phẩm qua´ ke´m
Mong mọi ngươˋi đưˋng mua tôi đa˜ mua lên biê´t 
Trong ảnh kha´c giao haˋng tơ´i kha´c 
châ´t lượng qua´ tôˋi 
Không coˋn giˋ để no´i",1,
52,Ko giống như hình,1,
53,"hàng chẳng giống như ảnh nha mn,với số tiền như thế cũng nên mua",1,
54,Vì sản phẩm quá chật còn co giãn nx nê không thể mang đc m dù mì đã lấy theo sai trong bảng sai đúng 100%,1,
55,Đườnng chỉ chân quần quá xấu! From chữ quá to k như trong ảnh,1,
56,hàng như cứt tao lấy size 29 nó lấy size 30 cho rộng đéo tả được ae đừng mua ,1,
57,,1,
58,,1,
59,,1,
60,Gà,1,
61,Form quá bé + phản hồi chát kém,1,
62,Xấu quá,1,
63,,1,Người bán cùng mặt hàng giống shop cạnh tranh ko lành mạnh. Đặt 1 đơn đánh giá 1*. Rồi lại mua thêm 1 don  nua để đánh giá 1*.
